Unnamed: 0,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,rank,risk_type
3902,09ac5980ffce5ee3,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
3920,09b5d1c06df55c68,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
3931,09bc46f77ac555af,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,collision_only
3965,09d1433c0b1b5378,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
4095,0a28a66512fa5f6f,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
4144,0a4c1115112a5c5c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
4656,0b8f363f6e065a7d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
4751,0bcaf4e5af60552e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
4752,0bcc8551849c538f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
4781,0be55e66f8c258d8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
4832,0c08bd3b7e635869,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
4907,0c37c33f81775482,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
5050,0c85ff518bd754a8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
5149,0cc59130bd945c39,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
5170,0cd47791222850ca,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
5441,0d7ea84a979157e2,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
5567,0dcf3267fc485764,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
5777,0e4abea8ae7d505f,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
5789,0e5560f213605ba7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
5829,0e6ae1fde7a4549f,True,0.5,1.0,0.6212752810618094,0.0,1.0,1.0,0.2127656835545436,0,collision_only
5888,0e93acfd8eed577b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
5909,0ea3f85e01765060,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
5926,0ead3230bfb0565a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6017,0eea738119cf5b7b,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
6032,0ef3d0e96bc751a7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6067,0f0ca0f4a2eb5640,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6167,0f59dc2d87cb544b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6257,0f911afaabca51ae,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6285,0f9f089fe5735468,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6327,0fb6499ee22456b3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6446,100668fcbfc15f8f,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
6588,105a90f9e0185c45,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6660,108b6e7a8663559d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6874,1102ca0c3cf756b0,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
6951,1139a6574b655829,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
7157,11b979f470105ad7,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
7189,11ceee170b09535e,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
7241,11f068d09ad153fe,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
7365,12453c98496d5c3f,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
7658,12faf5794270515a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
7680,1305c1ff0e9e58e1,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
7719,131aa49f5c4a50dd,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
7721,131b4a5eee3350a4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
8043,13df47cc439b52b6,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
8207,1451b97df25851ef,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
8771,15ac25987b305512,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
8800,15babcf6cece536f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
8912,16097d0bf1d95776,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
9044,1657677e1365512a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
9068,1664a20a0ebb5589,True,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0,drivable_only
9152,16956673d33154b6,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
9233,16c52b490f0b5ff8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
9300,16e994e7135355cf,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
9308,16eec34a29a55ee5,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
9398,17289b9ef04c57ac,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
9433,1735bd6a081a50a7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
9545,177d18b6a36d5a2f,True,0.5,1.0,0.6085126020328536,0.0,1.0,1.0,0.2101067920901778,0,collision_only
9632,17afbedf9e5a5df2,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
9688,17d2e234397d51e3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
9814,1824a4154b9f5eff,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
9880,184c044e2f135792,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
9972,18846b066263541d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
9984,188f324a8f315c20,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
9989,18922377ce9959cb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
10172,18fb227c0aa35967,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
10204,1912f126f69d5027,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
10323,19623ce935575748,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
10383,198689f32f4953c0,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
10397,198ae61d12315e2d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
10561,19f0ee61ea055560,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
10609,1a0c973e1d0e55e6,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
10621,1a15432efdb7588f,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
10672,1a33a3668cee5c9f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
10707,1a435b3a12d05632,True,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0,collision_only
10723,1a4e681d780053b8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
10971,1aed025e75145454,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
11199,1b96ec8251f75898,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
11244,1bb00f7800075368,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11382,1c06d55f5d155887,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11413,1c1765df50b05d2a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11585,1c838161da32513a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11658,1cb43da268ad593f,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11728,1ce58516c7675036,True,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0,both
11741,1cebc808dae950c3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11769,1d00e098bf325f79,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11842,1d37f89c090d5740,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
11845,1d3a918f98655625,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
11955,1d8c8597c18a561f,True,0.5,1.0,1.0,0.0,1.0,1.0,0.2916666666666667,0,collision_only
11982,1da09ddc10b55a5f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
11993,1da5a16b9c645a63,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
12052,1dc616ca2c5353f8,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
12138,1dfc8f2675715759,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
12211,1e3246684ad95349,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
12247,1e480f29e7625734,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
12381,1ea44254d35a5155,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
12403,1eb3c5c7b03e56e1,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
12642,1f592d03ed705a13,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
13022,2074ae95adcd5770,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
13045,2083a316b8d55d7e,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
13113,20b2b24008bb5738,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
13161,20cfe1fa287259e6,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
13211,20ee178beff059d5,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
13229,20f959b9a6ab5708,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
13248,21035811cfd757cd,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
13252,21069f12989e55bc,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
13272,2110a50d49e15db8,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
13395,2157fbdcd55658c1,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
13417,2162b239ec39511a,True,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0,both
13616,21e19c1b258151ce,True,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0,both
13728,222e906480a4569a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
13802,2266961985ac5ada,True,0.5,1.0,0.7059105403827094,0.0,1.0,1.0,0.2303980292463977,0,collision_only
13815,226facd4be3e519f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
13881,2294a32031f85155,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
13892,229a59137a705430,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
14019,22ef2909d6365682,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
14034,22fc4cf136b95912,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
14350,23d78015952f5f06,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
14366,23e18553ae7058bf,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
14412,240168a20c7b5837,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
14493,24348f199b8a536c,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
14564,2461b91e8bbf555c,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,drivable_only
14685,24ad83dd09e55fda,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
14688,24aee32f30145ec6,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
14717,24bcf45bcc6f5dfb,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
14728,24c304d148185e84,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
14828,2506f2dc60ec5d1b,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
14853,25179de296395e4c,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
14977,2569de83e40e51e5,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
15226,25fbe30011bc5fb7,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
15227,25fc3cf264b1509a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
15338,2648d345428e5946,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
15402,2671d99b43fd5c2b,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
15421,267becb08edd5191,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
15456,268c99aa6fe5504e,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,collision_only
15516,26b72c6681cd5bec,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
15546,26c7d824277759fa,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
15572,26d603a303695c76,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
15649,27040dead4b25288,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
15844,2788c5d5715c5e09,True,0.5,1.0,0.5948374184895048,0.0,1.0,1.0,0.2072577955186468,0,collision_only
15944,27d1612dc0cc5115,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
15951,27d61bddfc175b1f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
16056,282535a191a25c3d,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
16079,28332bcf196c5255,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
16221,2892755fd2525142,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
16243,289c15a4af055f24,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
16340,28d953bf43095227,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
16366,28e609264c295deb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
16512,29419f0276c2579e,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,drivable_only
16753,29d8cec9c0c25e72,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
16762,29deab967bae5dde,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
16885,2a217a228376536e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
17072,2a97b2ac10505567,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
17110,2aad44a3380159cd,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
17158,2acd8610b5e25fb8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
17255,2b0790e020855cf6,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0,drivable_only
17277,2b1160a6062957b2,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
17324,2b2df0d903b05d15,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
17449,2b7f3f007b94583a,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
17613,2bed51b0959f555c,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
17619,2bf1e8cde60d5475,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
17655,2c06550ed3ad5d0a,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
17781,2c4e2963c6405a51,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
17786,2c4fd3582942510c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
17842,2c70edd9c0dc5502,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
17847,2c72acd715fc5cff,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
18151,2d4bd54d83735ae3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
18222,2d7ec5c914795883,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
18563,2e470f52468f529e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
18607,2e60c2b0a62357a5,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
18672,2e94082e7eaf574c,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
18790,2ee162f5816e582b,True,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0,both
18885,2f12c0a06c995153,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
18906,2f1d2677a46c52ca,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
18909,2f1f2357cc395e72,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
19030,2f676dd83c4b5ac0,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
19074,2f860282bb065d95,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
19157,2fbd67249eb155fb,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
19348,303d33c9ca1f5776,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
19470,308527b1661b5ad8,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
19472,3085d9648fef5537,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
19760,314c0b8c653d5f19,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
20011,31f661aeaa6452f9,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
20167,325c441674465dc4,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
20332,32b8e2d15f1857b9,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
20430,32f5f8c026935e74,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
20466,330f5d1b9e9859fb,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
20469,33127ce8e20e5f63,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
20578,33553bd58a1952af,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
20627,336f384531dc5add,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
20713,33a0fc56eed454c9,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
20731,33aa972bbb8e5472,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
20781,33ca04e6baeb5d0b,True,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,collision_only
21080,34929fdbca1752dc,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
21104,349f6c85cddb5e22,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
21181,34cdaaa33bde556f,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
21193,34d37a57b8905e99,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
21220,34e2c77c79a2579f,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
21249,34f4ca7cb6bc5c1c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
21328,352ab8c9f7945a79,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
21365,3540cd6d18ab5857,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
21544,35ba333ff07f5ce5,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
21555,35c0c985cfda51c6,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
21663,3606856fc4ea5e3d,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,drivable_only
21722,362916cb56fe5943,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
21812,365d8b37580b5e4a,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
21823,366423c6b1c45ef5,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
21831,36689404bf285ade,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
21840,366d54f500935ec0,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
21883,368238384e315a02,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
22078,36ecb312430c59fd,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
22097,36f3daf1121356d3,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
22258,375389c76c6d5c25,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
22494,37e8f8d94ae4547d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
22510,37f4193743a45ffd,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
22541,38082f1ca49751b8,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
22549,380c3e9744c55761,True,0.5,1.0,0.6118977441269563,0.0,1.0,1.0,0.2108120300264492,0,collision_only
22670,385ca3c473b35a68,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,drivable_only
22746,388aae69d93b5cf9,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
22810,38b43d94b4cb54c3,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
22884,38e78b2c019f50a6,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,drivable_only
23006,392e034cb2a55053,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,collision_only
