,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,rank
87,0192c3bca9ca5c67,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
88,019667e138b95ff0,True,1.0,1.0,0.8345082696625331,1.0,1.0,1.0,0.9310451123593889,0
89,019b86fe2e215b6e,True,1.0,1.0,0.777402763912681,1.0,1.0,1.0,0.9072511516302838,0
90,019eaadd84cb56f8,True,1.0,1.0,0.9604395857245913,1.0,1.0,1.0,0.983516494051913,0
91,01a58976a2e45a3d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
92,01ace31ecf365cbb,True,1.0,1.0,0.933816854915699,1.0,1.0,1.0,0.9724236895482079,0
93,01add9e74d3c5053,True,1.0,1.0,0.8145243559209284,1.0,1.0,1.0,0.9227184816337202,0
94,01b78ea52da8595a,True,1.0,1.0,0.8755905323748188,1.0,1.0,1.0,0.9481627218228411,0
95,01b9125ad835592f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
96,01c019a7360f5445,True,1.0,1.0,0.7921110174502797,1.0,1.0,1.0,0.9133795906042832,0
97,01c4dab17c975e13,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
98,01ce9c82de0d5539,True,1.0,1.0,0.8923122593768507,1.0,1.0,1.0,0.9551301080736878,0
99,01d061d9a66451ea,True,1.0,1.0,0.932598294296602,1.0,1.0,1.0,0.9719159559569176,0
100,01d3726e5bc2576b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
101,01d53ccf583c5a49,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
102,01da0653d99c5903,True,1.0,1.0,0.9220385282336631,1.0,1.0,1.0,0.9675160534306929,0
103,01e3dbb4fbcd5781,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
104,01e4bff700f15523,True,1.0,1.0,0.9555471423393331,1.0,1.0,1.0,0.9814779759747222,0
105,01e6276eff385ea8,True,1.0,1.0,0.7025870930640592,1.0,1.0,1.0,0.8760779554433581,0
106,01f2481a8cfc5803,True,1.0,1.0,0.8890662588205366,1.0,1.0,0.0,0.9537776078418903,0
107,01f3a4a21dc2582f,True,1.0,1.0,0.8843367959372629,1.0,1.0,1.0,0.9518069983071928,0
108,01fa845276f857c5,True,1.0,1.0,0.8209118746762464,1.0,1.0,1.0,0.9253799477817694,0
109,01fc240ee1d25c9e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
110,01fea9c4f9f45634,True,1.0,1.0,0.9299292053364918,1.0,1.0,1.0,0.9708038355568717,0
111,01ff2ecc002851a1,True,1.0,1.0,0.7795928871985474,1.0,1.0,1.0,0.9081637029993948,0
112,02015675e4585611,True,1.0,1.0,0.883332477387159,1.0,1.0,0.5,0.9513885322446495,0
113,0202782270ab5a62,True,1.0,1.0,0.8872122170099639,1.0,1.0,1.0,0.9530050904208182,0
114,0208ed2202af56b2,True,1.0,1.0,0.8967140285954912,1.0,1.0,1.0,0.9569641785814547,0
115,020ba7462c6f52b3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
116,020dee65dab453bb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
117,02145ce72fd95a85,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
118,0220967816915e94,True,1.0,1.0,0.9648356223318021,1.0,1.0,1.0,0.9853481759715842,0
119,0221ed2a1c495f23,True,1.0,1.0,0.8763890307745196,1.0,1.0,1.0,0.9484954294893831,0
120,0225c61734025867,True,1.0,1.0,0.9694978374031068,1.0,1.0,1.0,0.9872907655846278,0
121,022cc20c8dd45bc5,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
122,022de8051c3f5b83,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
123,02325da26296565c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
124,02328c7410405c5a,True,1.0,1.0,0.8204311650562767,1.0,1.0,1.0,0.9251796521067819,0
125,02379e524f105926,True,1.0,1.0,0.9435845496851608,1.0,1.0,1.0,0.9764935623688169,0
126,024d012881be5995,True,1.0,1.0,0.8153717564129709,1.0,1.0,1.0,0.9230715651720711,0
127,024d89a3e1e752dc,True,1.0,1.0,0.859278989170377,1.0,1.0,1.0,0.9413662454876571,0
128,024fd1e792395805,True,1.0,1.0,0.9186558593353731,1.0,1.0,1.0,0.9661066080564055,0
129,025aab0da0e652b7,True,1.0,1.0,0.7186355378178018,1.0,1.0,1.0,0.882764807424084,0
130,025b657634505df3,True,1.0,1.0,0.9646929507602038,1.0,1.0,1.0,0.9852887294834183,0
131,026bb114391d5b81,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
132,026e7b1e0e335625,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
133,026e84581e0f5044,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
134,026ee9bc920b5180,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
135,0278f1a2ae3b5ae5,True,1.0,1.0,0.8580784967934816,1.0,1.0,1.0,0.9408660403306174,0
136,02799c5e8bf35595,True,1.0,1.0,0.7894128438648813,1.0,1.0,1.0,0.9122553516103672,0
137,028613e11f415422,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
138,028d10ed5c105755,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
139,02902d180b405100,True,1.0,1.0,0.9445497841524755,1.0,1.0,1.0,0.9768957433968648,0
140,029585f0509d52b0,True,1.0,1.0,0.7600179087065485,1.0,1.0,1.0,0.9000074619610618,0
141,029a9572e05a5914,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
142,02b68b9cc51f506a,True,1.0,1.0,0.660658515760246,1.0,1.0,1.0,0.8586077149001025,0
143,02bfb6340c185b97,True,1.0,1.0,0.8509141134118267,1.0,1.0,1.0,0.9378808805882611,0
144,02c173ffafdd5be5,True,1.0,1.0,0.8898438101944406,1.0,1.0,1.0,0.9541015875810169,0
145,02c896df120754ba,True,1.0,1.0,0.8160543089409257,1.0,1.0,1.0,0.9233559620587192,0
146,02c8da231eb15ed2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
147,02cc0007d6755abc,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
148,02d9591fc6de53c8,True,1.0,1.0,0.8984352438328024,1.0,1.0,1.0,0.957681351597001,0
149,02e1537a43d55ab2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
150,02e3c13aa3975b02,True,1.0,1.0,0.864134686878001,1.0,1.0,1.0,0.9433894528658339,0
151,02e3c48291855ae8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
152,02e3e6d3ecfc5240,True,1.0,1.0,0.5704416748712889,1.0,1.0,1.0,0.8210173645297036,0
153,02e8fd3cc3c3556f,True,1.0,1.0,0.8432218960046335,1.0,1.0,1.0,0.9346757900019306,0
154,02e9f697f2d055ee,True,1.0,1.0,0.8665143595866122,1.0,1.0,1.0,0.9443809831610883,0
155,02ecdf935f895a86,True,1.0,1.0,0.8417959512077214,1.0,1.0,1.0,0.9340816463365506,0
156,02f1ad081f41550e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
157,02f75336f9f55e4f,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
158,02ff5ce64ad75584,True,1.0,1.0,0.936003104770264,1.0,1.0,1.0,0.9733346269876101,0
159,03059436fa185bf8,True,1.0,1.0,0.8789796746107664,1.0,1.0,1.0,0.9495748644211526,0
160,030706565b1f552d,True,1.0,1.0,0.8200972149441301,1.0,1.0,1.0,0.925040506226721,0
161,030c27139f7d57a4,True,1.0,1.0,0.966551860722539,1.0,1.0,1.0,0.986063275301058,0
162,03143ef8f2f65a2f,True,1.0,1.0,0.7535346344654957,1.0,1.0,1.0,0.8973060976939565,0
163,0317b218061b5c4d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
164,0324b2d1ca2e5b6e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
165,03269d4ad9e45809,True,1.0,1.0,0.8412250790849283,1.0,1.0,1.0,0.9338437829520535,0
166,03296a9251995268,True,1.0,1.0,0.6744045708919724,1.0,1.0,1.0,0.8643352378716552,0
167,032ae6630661521a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
168,0334cae9f1ef56ae,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
169,03388b830f975734,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
170,03503ef42eeb5573,True,1.0,1.0,0.71122013733467,1.0,1.0,1.0,0.8796750572227792,0
171,035db9ac34715b07,True,1.0,1.0,0.8088033551458269,1.0,1.0,1.0,0.9203347313107612,0
172,0363f17229aa5b57,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
173,03660e332def5cfa,True,1.0,1.0,0.7617493844881411,1.0,1.0,1.0,0.9007289102033921,0
174,0367791336c3533e,True,1.0,1.0,0.8073589876993734,1.0,1.0,1.0,0.9197329115414057,0
175,0370ac4af44a5bfc,True,1.0,1.0,0.7292495637306813,1.0,1.0,1.0,0.8871873182211173,0
176,0371700bf65b51e0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
177,0372bb63e704555a,True,1.0,1.0,0.8306914997796675,1.0,1.0,1.0,0.9294547915748614,0
178,037698dae8d65558,True,1.0,1.0,0.7105641364638724,1.0,1.0,1.0,0.8794017235266135,0
179,037b976caae85af5,True,1.0,1.0,0.6515266756406181,1.0,1.0,1.0,0.8548027815169242,0
180,03817943eb905452,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
181,0386351e2a11529e,True,1.0,1.0,0.9070244166822938,1.0,1.0,1.0,0.9612601736176224,0
182,0388cd6f1af65029,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
183,038948dd9db85d2a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
184,038c0a3e665c51d2,True,1.0,1.0,0.7146317284988415,1.0,1.0,1.0,0.8810965535411839,0
185,038e954a77a95537,True,1.0,1.0,0.9143471807790894,1.0,1.0,1.0,0.9643113253246206,0
186,0393e11b085a5cc2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
187,03986e48fa5e5f90,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
188,039cc112267b5d97,True,1.0,1.0,0.7833738622470113,1.0,1.0,1.0,0.9097391092695881,0
189,039e37993d565b25,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
190,03a97a30526b5c14,True,1.0,1.0,0.6304986447813726,1.0,1.0,1.0,0.8460411019922386,0
191,03aa8a0576a25b63,True,1.0,1.0,0.8504905067979833,1.0,1.0,1.0,0.937704377832493,0
192,03ad57c205da56f2,True,1.0,1.0,0.8047046100424153,1.0,1.0,1.0,0.9186269208510064,0
193,03af0c992a5a5ffc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
194,03b33d7830ba522b,True,1.0,1.0,0.7536682555982582,1.0,1.0,1.0,0.897361773165941,0
195,03c0cf33d2105598,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
196,03c2e332abb25034,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
197,03c50783a77551a2,True,1.0,1.0,0.8035303369688789,1.0,1.0,1.0,0.9181376404036996,0
198,03ca1900f09b5d20,True,1.0,1.0,0.9473934754660654,1.0,1.0,1.0,0.9780806147775273,0
199,03d1885be4355a79,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
200,03d4ec82e7ac5804,True,1.0,1.0,0.8952322187899299,1.0,1.0,1.0,0.9563467578291375,0
201,03e24d87e7315809,True,1.0,1.0,0.9317849958079208,1.0,1.0,1.0,0.9715770815866337,0
202,03ec8e118cb0541d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
203,03eef9b11774564f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
204,03f248caa9c35a98,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
205,03ffae8f89f65f90,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
206,043524c9126f5893,True,1.0,1.0,0.9090152942769022,1.0,1.0,1.0,0.9620897059487094,0
207,04352eb4cb195fde,True,1.0,1.0,0.8372342873173874,1.0,1.0,1.0,0.9321809530489115,0
208,0436604d25145231,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
209,04377176d16d5a0f,True,1.0,1.0,0.9562424772703301,1.0,1.0,1.0,0.9817676988626376,0
210,043839beb58a5dad,True,1.0,1.0,0.7855717396601721,1.0,1.0,1.0,0.9106548915250717,0
211,0438474da1ac593d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
212,04424acda0755c93,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
213,0442b2728b8058fd,True,1.0,1.0,0.818317490044315,1.0,1.0,1.0,0.9242989541851312,0
214,045044cb9f21527e,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
215,0451b850addd591c,True,1.0,1.0,0.7450720054450426,1.0,1.0,1.0,0.8937800022687677,0
216,0456452c8a13546c,True,1.0,1.0,0.8767497884804263,1.0,1.0,1.0,0.9486457452001776,0
217,04582784acfe5725,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
218,045a93a43af35fd1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
219,045cd0254b3f5ad2,True,1.0,1.0,0.6426898955964315,1.0,1.0,1.0,0.8511207898318465,0
220,045f4ecec234564b,True,1.0,1.0,0.8806314104774084,1.0,1.0,1.0,0.9502630876989202,0
221,04605629ea8a50cc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
222,04674da1553352ad,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
223,04676f5bccee5447,True,1.0,1.0,0.6108668601969062,1.0,1.0,1.0,0.8378611917487109,0
224,046cdc424d515ee1,True,1.0,1.0,0.7231255327922669,1.0,1.0,1.0,0.8846356386634445,0
225,04703c86cf5b5a20,True,1.0,1.0,0.8945299294256096,1.0,1.0,1.0,0.9560541372606707,0
226,04715723caea505e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
227,0472df00162f5fc5,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334,0
228,047b56d34f1d5aa0,True,1.0,1.0,0.7008873298030655,1.0,1.0,1.0,0.8753697207512773,0
229,0480033cdea65921,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
230,0481cf2b75f1532f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
231,048c19bd1b5954b3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
232,048eb7efa08354e3,True,1.0,1.0,0.8418123707255506,1.0,1.0,1.0,0.9340884878023127,0
233,0490beca807c5e9f,True,1.0,1.0,0.7884160010457579,1.0,1.0,1.0,0.9118400004357324,0
234,0497454a0d735bc1,True,1.0,1.0,0.8873189011125342,1.0,1.0,1.0,0.9530495421302225,0
235,0498b27fee425645,True,1.0,1.0,0.8900414178841024,1.0,1.0,1.0,0.954183924118376,0
236,04a6f384cd2056c1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
237,04a8b092cd525260,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
238,04aa69f18d255c96,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
239,04b80ae53fc5549e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
240,04c8cad554925432,True,1.0,1.0,0.7560603558684763,1.0,1.0,1.0,0.898358481611865,0
241,04cdd9195f885ac6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
242,04d0fb4e3ab25115,True,1.0,1.0,0.9707117803244681,1.0,1.0,1.0,0.987796575135195,0
243,04daf401ec185f96,True,1.0,1.0,0.8942982844151168,1.0,1.0,1.0,0.9559576185062987,0
244,04e105927ad451ab,True,1.0,1.0,0.8325753716753078,1.0,1.0,1.0,0.9302397381980448,0
245,04e3e7c9b4bf5ddf,True,1.0,1.0,0.6465233878928989,1.0,1.0,1.0,0.8527180782887078,0
246,04e3f71d6bc15d1e,True,1.0,1.0,0.9705622408288233,1.0,1.0,1.0,0.9877342670120096,0
247,04f548a98d695310,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
248,04f569ff8cb3504d,True,1.0,1.0,0.873852832646476,1.0,1.0,1.0,0.947438680269365,0
249,04f5b9e8203c5a92,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
250,04f8f8b4cf0c52e7,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
251,04fafb805d465314,True,1.0,1.0,0.8996784217757168,1.0,1.0,1.0,0.9581993424065486,0
252,04fbbb5817255f30,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
253,0503cc398e2656be,True,1.0,1.0,0.9845329023111684,1.0,1.0,1.0,0.9935553759629868,0
254,050667565815536a,True,1.0,1.0,0.8060531001509561,1.0,1.0,1.0,0.919188791729565,0
255,051b3ee34e3b59ec,True,1.0,1.0,0.854238041110023,1.0,1.0,1.0,0.9392658504625095,0
256,051d26c01f3653ba,True,1.0,1.0,0.742118641116284,1.0,1.0,1.0,0.8925494337984516,0
257,05304817b887541e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
258,0530c20c3c71533a,True,1.0,1.0,0.7492750247936049,1.0,1.0,1.0,0.8955312603306687,0
259,0536ffc8d9555b0f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
260,053895d2bfc754f3,True,1.0,1.0,0.8240118345446847,1.0,1.0,1.0,0.9266715977269518,0
261,053d94cd59495804,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
262,054054d63ad85fa3,True,1.0,1.0,0.8248189678365391,1.0,1.0,1.0,0.9270079032652246,0
263,054743e97abd5b9c,True,1.0,1.0,0.9569678514690856,1.0,1.0,1.0,0.9820699381121191,0
264,054e4984e1b55ec9,True,1.0,1.0,0.9622193744622304,1.0,1.0,1.0,0.984258072692596,0
265,055417b420d5598f,True,1.0,1.0,0.6987358474792473,1.0,1.0,1.0,0.8744732697830196,0
266,0558c7a64ef157b1,True,1.0,1.0,0.9379546335428026,1.0,1.0,1.0,0.9741477639761676,0
267,055c41d3c8e75bdc,True,1.0,1.0,0.8559398982750093,1.0,1.0,1.0,0.9399749576145872,0
268,055dff3e32835333,True,1.0,1.0,0.8780228412054989,1.0,1.0,1.0,0.9491761838356245,0
269,055e7b577c645e2e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
270,0561ac957ffc5c4f,True,1.0,1.0,0.8977880585109355,1.0,1.0,1.0,0.957411691046223,0
271,0562702fac645702,True,1.0,1.0,0.8676691817394406,1.0,1.0,1.0,0.9448621590581002,0
272,0563edc821b6543d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
